deleted_page,date_of_delete,name_of_page
/* clientsitelink-remove:1||enwiki */ Template:Wikidata Infobox/core,20230131133701,قالب:صندوق معلومات ويكي بيانات/نواة
/* clientsitelink-remove:1||enwikibooks */ Template:Sup,20230402104108,قالب:Sup
/* clientsitelink-remove:1||enwiki */ Template:Sidi Boushaki books,20231007202044,قالب:كتب سيدي بوسحاقي
/* clientsitelink-remove:1||enwikibooks */ Template:High-use,20230402103814,قالب:استخدام واسع
/* clientsitelink-remove:1||enwiki */ Template:BS-overlap,20230930114031,قالب:بش-تداخل
/* clientsitelink-remove:1||enwikisource */ Template:PD-old-70,20230703223856,قالب:ملكية عامة - قديمة
/* clientsitelink-remove:1||enwiki */ Template:BS8,20230905033714,قالب:BS8
/* clientsitelink-remove:1||enwiki */ Template:Member states of the OECD,20230425043641,قالب:منظمة التعاون الاقتصادي والتنمية
/* clientsitelink-remove:1||enwiki */ Template:BSe,20230922140540,قالب:BS1ebis
/* clientsitelink-remove:1||enwikibooks */ Template:Spaces,20230402110152,قالب:فراغات
/* clientsitelink-remove:1||enwiki */ Template:BS-colspan,20230905035010,قالب:BS-colspan
/* clientsitelink-remove:1||enwikibooks */ Template:Lang,20230402104243,قالب:رمز لغة
/* clientsitelink-remove:1||enwiki */ Template:2012 Summer Olympics men's football group A standings,20230528234833,قالب:ترتيب المجموعة الأولى في كرة القدم الأولمبية الصيفية 2012
/* clientsitelink-remove:1||enwiki */ Template:2012 Summer Olympics men's football group B standings,20230528234833,قالب:ترتيب المجموعة الثانية في كرة القدم الأولمبية الصيفية 2012
/* clientsitelink-remove:1||enwiki */ Template:2016 Summer Olympics calendar,20230510234116,قالب:جدول الألعاب الأولمبية الصيفية 2016
/* clientsitelink-remove:1||enwiki */ Template:Add,20230512010842,قالب:Add
/* clientsitelink-remove:1||enwiki */ Template:Alternative colors,20230510234315,قالب:ألوان بديلة
/* clientsitelink-remove:1||enwiki */ Template:BS-map,20230922140539,قالب:BS-map
/* clientsitelink-remove:1||enwiki */ Template:BS-map/map,20230922140816,قالب:BS-map/map
/* clientsitelink-remove:1||enwiki */ Template:BS5,20230922140540,قالب:BS5
/* clientsitelink-remove:1||enwiki */ Template:BS6,20230922140540,قالب:BS6
/* clientsitelink-remove:1||enwiki */ Template:BS7,20230922140540,قالب:BS7
/* clientsitelink-remove:1||enwiki */ Template:BS7-startCollapsible,20230822002517,قالب:BS7-startCollapsible
/* clientsitelink-remove:1||enwiki */ Template:BSrow-replace,20230829210435,قالب:BSrow-replace
/* clientsitelink-remove:1||enwiki */ Template:BSrow-sc,20230830140629,قالب:BSrow-sc
/* clientsitelink-remove:1||enwiki */ Template:CA Batna squad,20230121020910,قالب:تشكيلة شباب أوراس باتنة
/* clientsitelink-remove:1||enwikibooks */ Template:Main,20230402110337,قالب:مفصلة
/* clientsitelink-remove:1||enwiki */ Template:Infobox element/isotopes stable,20230802051510,قالب:Elementbox isotopes stable
/* clientsitelink-remove:1||enwiki */ Template:Vb cl2 header,20230502080632,قالب:Vb cl2 header
/* clientsitelink-remove:1||enwiki */ Template:Vb cl header,20230517145520,قالب:Vb cl header
/* clientsitelink-remove:1||enwiki */ Template:WPBannerMeta/templatepage/checkcat,20231018234606,قالب:شريط مشروع ويكي ورائي/صفحة قالب/فحص تصنيف
/* clientsitelink-remove:1||enwiki */ Template:Life in the United Arab Emirates,20230624213217,قالب:الحياة في الإمارات العربية المتحدة
/* clientsitelink-remove:1||enwikibooks */ Template:Yesno,20230402104342,قالب:Yesno
/* clientsitelink-remove:1||enwikibooks */ Template:Citation,20230402110235,قالب:استشهاد
/* clientsitelink-remove:1||enwiki */ Template:Main coordinates templates,20231010233518,قالب:قوالب إحداثيات
/* clientsitelink-remove:1||enwiki */ Template:BS4,20230922140540,قالب:BS4
/* clientsitelink-remove:1||enwiki */ Template:BSrow,20230930114023,قالب:BSrow
/* clientsitelink-remove:1||enwiki */ Template:Yugoslavia squad UEFA Euro 1992,20230505085914,قالب:تشكيلة يوغوسلافيا في بطولة أمم أوروبا 1992
/* clientsitelink-remove:1||enwikibooks */ Template:Collapse bottom,20230402110306,قالب:أظهر آخر
/* clientsitelink-remove:1||enwiki */ Template:Computable knowledge,20230212163405,قالب:معرفة محوسبة
/* clientsitelink-remove:1||enwiki */ Template:Country data South America,20230206233938,قالب:بيانات بلد أمريكا الجنوبية
/* clientsitelink-remove:1||enwikibooks */ Template:Diff,20230402104047,قالب:Diff
/* clientsitelink-remove:1||enwiki */ Template:Muhammad timeline in Medina,20230810002037,قالب:محمد في المدينة
/* clientsitelink-remove:1||enwiki */ Template:Kerman Province Map,20230204210607,قالب:خريطة محافظة كيرمان
/* clientsitelink-remove:1||enwiki */ Template:Lunar-geo-time,20230623035004,قالب:مقياس زمني جيولوجي قمري
/* clientsitelink-remove:1||enwikiquote */ Template:IPAc-en,20230312063302,قالب:IPAc-en
/* clientsitelink-remove:1||enwiki */ Template:Db-transwiki-notice,20230102023159,قالب:Db-transwiki-notice
/* clientsitelink-remove:1||enwiki */ Template:Db-emptyportal-notice,20230228150444,قالب:Db-emptyportal-notice
/* clientsitelink-remove:1||enwikibooks */ Template:Harvard citation,20230402110031,قالب:Harvard citation
/* clientsitelink-remove:1||enwikibooks */ Template:Cite book,20230402110346,قالب:استشهاد بكتاب
/* clientsitelink-remove:1||enwiki */ Template:Db-badfiletype-deleted,20230219152123,قالب:Db-badfiletype-deleted
/* clientsitelink-remove:1||enwiki */ Template:Db-transwiki-deleted,20230102023159,قالب:Db-transwiki-deleted
/* clientsitelink-remove:1||enwiki */ Template:Db-emptyportal-deleted,20230228150444,قالب:Db-emptyportal-deleted
/* clientsitelink-remove:1||enwiki */ Template:Db-p1-deleted,20230228150444,قالب:Db-p1-deleted
/* clientsitelink-remove:1||enwiki */ Template:Colored box2,20230725165838,قالب:صندوق قسم ملون
